#     'r'     'g11(r)'     'g12(r)'     'g22(r)'
    6.5784      1.588469     1.645253      1.798311
     6.588       1.56391     1.629562      1.663116
    6.5976      1.537061     1.644469      1.622535
    6.6072      1.566349     1.612469        1.6802
    6.6168      1.557309      1.59536      1.723675
    6.6264      1.561776     1.638585      1.685073
     6.636       1.57211     1.632619      1.771656
    6.6456      1.532143     1.647657      1.672245
    6.6552      1.583427      1.61633      1.640561
    6.6648      1.533295     1.643828      1.744278
    6.6744      1.571385      1.61383      1.655795
     6.684       1.59749     1.597588      1.680751
    6.6935      1.568823     1.607897      1.698662
    6.7031       1.57609     1.657154      1.683362
    6.7127      1.541109     1.624397      1.668396
    6.7223      1.571084     1.622222      1.634014
    6.7319      1.558669     1.639614      1.577858
    6.7415      1.550277      1.59801      1.637059
