#     'r'     'cord11(r)'     'cord12(r)'     'cord22(r)'     cord21(r)
    5.6667      42.04937      17.8387      21.65955     35.67739
    5.6763      42.14128     17.99097      21.71034     35.98193
    5.6859      42.23037     18.12873      21.76663     36.25745
    5.6955       42.3187     18.23921      21.82606     36.47841
    5.7051      42.40876     18.32548      21.88799     36.65095
    5.7147      42.50228     18.38804      21.94686     36.77609
    5.7243      42.59526     18.42921       22.0066     36.85843
    5.7339      42.68457     18.46127      22.08957     36.92253
    5.7435      42.77113     18.49299       22.2079     36.98598
    5.7531      42.86082     18.52672      22.34604     37.05344
    5.7627      42.95931     18.56628      22.49102     37.13256
    5.7723      43.06893     18.62613      22.64984     37.25227
    5.7819      43.18807     18.71367      22.81538     37.42733
    5.7915      43.30919     18.81903       22.9584     37.63806
    5.8011      43.42952     18.93447      23.07177     37.86894
    5.8107      43.54277     19.05416      23.17012     38.10833
    5.8203      43.64172     19.16928      23.24184     38.33855
    5.8299      43.72171     19.28957      23.28035     38.57915
    5.8395      43.78243     19.42078      23.30502     38.84157
    5.8491        43.832     19.56149      23.32463     39.12298
    5.8587      43.87788     19.72498        23.341     39.44996
    5.8683      43.92439     19.91883      23.35338     39.83766
    5.8778      43.97226     20.13537      23.36487     40.27073
    5.8874      44.02967     20.36063      23.37854     40.72126
     5.897      44.11145     20.59936      23.39459     41.19871
    5.9066      44.22504     20.84583      23.41438     41.69166
    5.9162      44.37537     21.07026      23.44136     42.14052
    5.9258      44.55443     21.26174      23.47761     42.52348
    5.9354       44.7533     21.42877      23.52567     42.85754
     5.945      44.98696      21.5852      23.58807      43.1704
    5.9546       45.2469      21.7543       23.6622      43.5086
    5.9642      45.51745      21.9477      23.73843      43.8954
    5.9738      45.82555     22.15471      23.80651     44.30941
    5.9834      46.17933     22.37744      23.86293     44.75488
     5.993       46.5681     22.61447      23.90806     45.22894
    6.0026      46.95558     22.84696      23.94166     45.69392
    6.0122      47.32587     23.07283      23.96392     46.14566
    6.0218       47.6956     23.29565      23.98012      46.5913
    6.0314      48.06003     23.51539       23.9936     47.03078
     6.041      48.40744     23.73127      24.00525     47.46253
    6.0506      48.73028     23.92777      24.01649     47.85553
    6.0602      49.03499     24.10474      24.02715     48.20949
    6.0698      49.31461     24.27096       24.0367     48.54191
