# x,y,z,sp,vx,vy,vz,m
2.633151495717422019e+00,-2.328041330486954955e-03,-5.378719078488499505e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.687552580624446241e+00,7.903605080911940028e+00,-1.156017529220963125e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.695887803617967204e+00,6.232871393753633971e-01,-4.260694881931406108e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.116370406870135668e+00,3.660235566287665776e+00,-1.133655079643091534e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.174863863111419438e+00,6.046636685707219350e+00,-2.995536281783134136e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.079848786604482802e+00,3.089768729653846080e+00,-4.734373817671091444e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.157095731368975144e+00,4.906902967909990032e+00,-4.261159276420808162e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.125033449397980778e+00,5.437131991107333917e+00,-6.011714353803750299e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.160622750028950989e+00,2.483017126397686791e+00,-2.415668025545907760e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.517017159327808340e+00,7.378453197272439645e+00,-4.746839266440478156e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.606236270538645705e+00,6.734318037822196068e+00,-2.427140982495297195e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.613490591144315367e+00,1.770899782416728740e+00,-2.953497371457921350e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
3.538170813596207775e+00,1.103472872613366906e+00,-6.035783943118639527e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.159211480346260092e+00,-1.049228364339192154e+01,3.603168248322149658e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.173032205475868617e+00,1.052471309151177614e+01,1.798834148937545896e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.622141566046485739e+00,1.079511367212719364e+01,3.588461393715236092e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
3.614953059127766988e+00,-1.076668801906992634e+01,1.799245410345250429e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.211801515166278237e-01,-1.279488064616086795e+01,1.906612931302642880e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
2.607738611827228770e+00,8.496131153779970191e+00,-1.815162073247977717e-03,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.800000000000000000e+01
1.709009594160138645e+00,-9.142528085260330784e+00,4.232092672029845737e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.727078557154550387e+00,9.148854830059566012e+00,1.155024590717457666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.119204657219482257e+00,1.214273942200926548e+01,4.275583618527074137e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
2.146886404077438026e+00,-1.101714634687554195e+01,2.442382813372498074e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
1.033535044792718072e+00,1.162295408444214573e+01,6.743666438235838001e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
4.135827467737964724e+00,-1.215148798034972621e+01,1.164498707152711754e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.600000000000000000e+01
